title	author	year	bookID	bookID_encoded	fiction	non-fiction	mystery	thriller	romance	science fiction	fantasy	historical fiction	biography	autobiography	history	science	technology	health	cooking	travel	poetry	drama	children's literature	young adult	crime	horror	comedy	adventure
Disclosure	Michael Crichton	1994	0345391055	115	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
The Corrections	Jonathan Franzen	2001	0374129983	132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
The Golden Compass (His Dark Materials, Book 1)	PHILIP PULLMAN	1997	0345413350	119	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Pilot's Wife : A Novel	Anita Shreve	1999	0316601950	80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
About a Boy	Nick Hornby	1999	1573227331	462	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Prey: A Novel	Michael Crichton	2002	0066214122	35	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blessings	ANNA QUINDLEN	2002	0375502238	134	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A Case of Need	Michael Crichton	1994	0451183665	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Blow Fly: A Scarpetta Novel	Patricia Cornwell	2003	0399150897	197	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Devil Wears Prada : A Novel	LAUREN WEISBERGER	2003	038550926X	184	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
On the Street Where You Live	Mary Higgins Clark	2002	0671004530	368	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Prodigal Summer: A Novel	Barbara Kingsolver	2001	0060959037	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
We Were the Mulvaneys	Joyce Carol Oates	1996	0452282829	313	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brave New World	Aldous Huxley	1998	0060929871	14	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Balzac and the Little Chinese Seamstress : A Novel	DAI SIJIE	2002	0385722206	192	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Year of Wonders	Geraldine Brooks	2002	0142001430	48	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
All I Really Need to Know	ROBERT FULGHUM	1989	080410526X	433	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Running with Scissors: A Memoir	Augusten Burroughs	2003	031242227X	64	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tara Road	Maeve Binchy	2000	0440235596	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Hornet's Nest	Patricia Daniels Cornwell	1998	042516098X	204	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Handmaid's Tale : A Novel	Margaret Atwood	1998	038549081X	177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chocolat	Joanne Harris	2000	0552998486	328	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Green Mile	Stephen King	1999	0671041789	380	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Harry Potter and the Goblet of Fire (Book 4)	J. K. Rowling	2000	0439139597	217	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death	Kurt Vonnegut	1991	0440180295	219	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
P Is for Peril	Sue Grafton	2002	0449003795	283	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
The Celestine Prophecy (Celestine Prophecy)	James Redfield	1994	044651862X	257	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Harry Potter and the Order of the Phoenix (Book 5)	J. K. Rowling	2003	043935806X	218	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Insomnia	Stephen King	1995	0451184963	302	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
The Tommyknockers	Stephen King	1994	0451156609	292	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tears of the Giraffe (No.1 Ladies Detective Agency)	Alexander McCall Smith	2002	1400031354	451	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A Walk to Remember	Nicholas Sparks	2000	0446608955	271	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
Holes (Yearling Newbery)	LOUIS SACHAR	2000	0440414806	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Summons	John Grisham	2002	0440241073	244	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
The Winner	David Baldacci	1998	0446606324	266	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
The Villa	Nora Roberts	2002	0515132187	322	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
The Virgin Suicides	Jeffrey Eugenides	1994	0446670251	280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
From Potter's Field	Patricia Daniels Cornwell	1996	0425154092	202	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Summerhouse	Jude Deveraux	2002	0671014196	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cold Mountain	Charles Frazier	1997	0871136791	446	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback))	Sue Grafton	1988	0553271636	335	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Midnight in the Garden of Good and Evil	John Berendt	1999	0679751521	397	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel)	Janet Evanovich	1998	0312966091	66	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Two for the Dough	Janet Evanovich	1996	0671001795	365	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Where the Red Fern Grows	Wilson Rawls	1984	0553274295	338	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Bonesetter's Daughter	Amy Tan	2002	0804114986	438	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Dark Half	Stephen King	1994	0451167317	296	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fast Women	Jennifer Crusie	2002	0312980159	71	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Full House (Janet Evanovich's Full Series)	Janet Evanovich	2002	0312983271	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
Einstein's Dreams	Alan Lightman	1994	0446670111	279	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F Is for Fugitive (Kinsey Millhone Mysteries (Paperback))	Sue Grafton	1990	0553284789	347	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback))	Sue Grafton	1989	0553279556	342	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Separate Peace	John Knowles	1985	0553280414	346	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Sweet Potato Queens' Book of Love	JILL CONNER BROWNE	1999	0609804138	363	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Drowning Ruth (Oprah's Book Club)	CHRISTINA SCHWARZ	2001	0345439104	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
The Last Precinct	Patricia Cornwell	2001	0425180638	211	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Cider House Rules	John Irving	1994	0345387651	114	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Animal Dreams	Barbara Kingsolver	1991	0060921145	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
I Is for Innocent	Sue Grafton	1994	0449221512	290	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A Wrinkle in Time	Madeleine L'Engle	1976	0440998050	246	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The English Patient	Michael Ondaatje	1996	0679745203	395	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
I Know Why the Caged Bird Sings	MAYA ANGELOU	1983	0553279378	341	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)	Janet Evanovich	2003	0312983867	74	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q Is for Quarry	Sue Grafton	2003	0425192725	214	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Full Tilt (Janet Evanovich's Full Series)	Janet Evanovich	2003	031298328X	73	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Open House (Oprah's Book Club (Paperback))	Elizabeth Berg	2001	0345435168	124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Glass Lake	Maeve Binchy	1996	0440221595	230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Horse Whisperer	Nicholas Evans	1996	0440222656	232	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
River, Cross My Heart	Breena Clarke	1999	0316899984	91	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Girl in Hyacinth Blue	Susan Vreeland	2000	014029628X	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson	Louise Rennison	2001	0064472272	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion	Anita Shreve	1998	0316780375	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Southern Cross	Patricia Daniels Cornwell	1999	0425172546	209	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Of Mice and Men (Penguin Great Books of the 20th Century)	John Steinbeck	1993	0140177396	40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Is for Burglar (Kinsey Millhone Mysteries (Paperback))	Sue Grafton	1986	0553280341	344	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
C Is for Corpse (Kinsey Millhone Mysteries (Paperback))	Sue Grafton	1987	0553280368	345	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Gerald's Game	Stephen King	2001	0451176464	299	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
When the Wind Blows	James Patterson	1999	0446607657	268	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Neuromancer (Remembering Tomorrow)	William Gibson	1995	0441569595	250	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Seven Up (A Stephanie Plum Novel)	Janet Evanovich	2002	0312980140	70	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Stone Diaries	Carol Shields	1995	014023313X	41	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Open House	Elizabeth Berg	2000	0375506039	135	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dune (Remembering Tomorrow)	Frank Herbert	1996	0441172717	248	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))	Sue Grafton	1991	0449219364	287	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Other Boleyn Girl	Philippa Gregory	2002	0743227441	415	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bonfire of the Vanities	Tom Wolfe	1988	0553275976	339	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
The Search	Iris Johansen	2001	0553582127	356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
The Virgin Blue	Tracy Chevalier	2003	0452284449	315	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
One Flew Over the Cuckoo's Nest	Ken Kesey	1989	0451163966	294	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships	John Gray	1992	006016848X	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Outlander	DIANA GABALDON	1992	0440212561	224	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
The Great Gatsby	F. Scott Fitzgerald	1995	0684801523	399	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A Virtuous Woman (Oprah's Book Club (Paperback))	Kaye Gibbons	1997	0375703063	139	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
False Memory	Dean R. Koontz	2000	0553580221	355	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Go Ask Alice	Anonymous	1998	0689817851	409	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Visions of Sugar Plums	Janet Evanovich	2002	0312306326	61	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Needful Things	Stephen King	2004	0451172817	298	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
From a Buick 8 : A Novel	Stephen King	2002	0743211375	412	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Welcome to the World, Baby Girl!	Fannie Flagg	1999	080411868X	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
A Fine Balance	Rohinton Mistry	2001	140003065X	450	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deja Dead	Kathy Reichs	1998	0671011367	370	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
In Her Shoes : A Novel	Jennifer Weiner	2003	0743418204	420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I Know This Much Is True (Oprah's Book Club)	Wally Lamb	1998	0060391626	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gap Creek: The Story Of A Marriage	Robert Morgan	2000	0743203631	410	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
The Hundred Secret Senses	Amy Tan	1996	080411109X	436	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pop Goes the Weasel	James Patterson	2000	0446608815	270	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Tears of the Moon (Irish Trilogy)	Nora Roberts	2000	0515128546	317	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
The Gunslinger (The Dark Tower, Book 1)	Stephen King	1994	0451160525	293	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
The Lost Boy: A Foster Child's Search for the Love of a Family	Dave Pelzer	1997	1558745157	458	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Unnatural Exposure	Patricia Daniels Cornwell	1998	0425163407	206	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarlet Feather	Maeve Binchy	2002	0451203771	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Lucky Man: A Memoir	Michael J. Fox	2002	0786867647	427	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Midnight Bayou	Nora Roberts	2004	0515133973	324	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies	LAURA ESQUIVEL	1995	038542017X	170	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Beach Music	Pat Conroy	1996	0553574574	352	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
The Saving Graces: A Novel	Patricia Gaffney	2000	0061097101	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cradle and All	James Patterson	2001	0446609404	272	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Nicolae: The Rise of Antichrist (Left Behind No. 3)	Tim F. Lahaye	1998	0842329242	445	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
The Clan of the Cave Bear (Earth's Children (Paperback))	Jean M. Auel	1984	0553250426	331	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Evening Class	Maeve Binchy	1998	0440223202	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Artemis Fowl (Artemis Fowl, Book 1)	Eoin Colfer	2002	0786817070	426	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Key of Valor (Roberts, Nora. Key Trilogy, 3.)	Nora Roberts	2003	0515136530	326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Wifey	Judy Blume	1989	0671693816	385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Boy Next Door	Meggin Cabot	2002	0060096195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Blind Assassin	Margaret Atwood	2001	0385720955	189	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
The World According to Garp	John Irving	1994	034536676X	106	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Jewels of the Sun (Irish Trilogy)	Nora Roberts	2004	0515126772	316	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
American Psycho (Vintage Contemporaries)	Bret Easton Ellis	2000	0679735771	394	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
H Is for Homicide (Kinsey Millhone Mysteries (Paperback))	Sue Grafton	1993	0449219461	288	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cat &amp; Mouse (Alex Cross Novels)	James Patterson	1998	0446606189	265	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
The Talisman	STEPHEN KING	2001	0345444884	129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
